n,lam_rest,lam_obs,z,area,ew,conlev
1,6564.613894333284,6596.345046250127,0.004833666142076254,-3728.533447265625,-31.25126075744629,119.30825805664062
2,6564.613894333284,6567.5905752558,0.0004534434119705111,12.765360832214355,0.9493005275726318,13.447122573852539
3,6564.613894333284,6566.864320338711,0.00034281163243576884,-145.8769073486328,-2.186922073364258,66.70420837402344
4,6564.613894333284,6564.613894333284,0.0,0.0,0.0,0.0
5,6564.613894333284,6650.108298401683,0.01302352361381054,778.3510131835938,6.2598090171813965,124.34101867675781
6,6564.613894333284,6562.618740326715,-0.0003039255680050701,-47.90166091918945,-1.9201477766036987,24.946861267089844
7,6564.613894333284,6566.172666511614,0.00023745070211589336,43.02523422241211,0.11920825392007828,360.9249572753906
